2017-05-05 22:28:29,213 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,266 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.physical_machine
2017-05-05 22:28:29,266 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [create_time, verified, cpu_number, description, disk_size, hypervisor_id, ip_address, version, host_id, host_name, memory_size, status]
2017-05-05 22:28:29,267 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017-05-05 22:28:29,267 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,307 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.physical_machine_load
2017-05-05 22:28:29,307 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [free_disk, bytes_out, cpu_user, bytes_in, report_time, free_memory, cpu_idle, id, cpu_system, version, host_name, cpu_load]
2017-05-05 22:28:29,307 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017-05-05 22:28:29,307 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,330 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.physical_machine_physical_machine_type
2017-05-05 22:28:29,330 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [type_id, host_id]
2017-05-05 22:28:29,330 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_4o1y1ykout1ply623immaoxu6, fk_k6qnaagh5sgkg9ni2beh6wopg]
2017-05-05 22:28:29,330 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_4o1y1ykout1ply623immaoxu6, primary]
2017-05-05 22:28:29,379 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.physical_machine_type
2017-05-05 22:28:29,379 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [type_name, type_id, description, version]
2017-05-05 22:28:29,379 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017-05-05 22:28:29,380 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,449 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.role
2017-05-05 22:28:29,449 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [role_name, role_id, description, version]
2017-05-05 22:28:29,449 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017-05-05 22:28:29,449 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,492 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.snapshot
2017-05-05 22:28:29,493 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [snapshot_name, creator, delete_time, create_time, size, snapshot_id, description, version, host_id, status]
2017-05-05 22:28:29,493 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_sef57rjbc5u7148r3vyral0ee]
2017-05-05 22:28:29,493 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_sef57rjbc5u7148r3vyral0ee, primary]
2017-05-05 22:28:29,527 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.user
2017-05-05 22:28:29,527 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [delete_time, create_time, snapshot_quota, session_id, real_name, version, password, user_id, phone, role_id, disable_time, department, enable_time, email, status, username]
2017-05-05 22:28:29,527 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_qleu8ddawkdltal07p8e6hgva]
2017-05-05 22:28:29,527 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_qleu8ddawkdltal07p8e6hgva, primary]
2017-05-05 22:28:29,569 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.virtual_machine
2017-05-05 22:28:29,569 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [creator, task_status, delete_time, memory, create_time, manager, hypervisor_name, modify_time, cpu, description, version, host_id, private_ip, domain_id, image_name, disk, group_id, floating_ip, host_name, status]
2017-05-05 22:28:29,569 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
